NAME_2,DATE,Mean Temperature,YEAR
TA Ngabu,1990-10-26,27.8,1990
TA Ngabu,1990-10-27,27.45,1990
TA Ngabu,1990-10-28,25.91,1990
TA Ngabu,1990-10-29,25.72,1990
TA Ngabu,1990-10-30,27.36,1990
TA Ngabu,1990-10-31,30.27,1990
TA Ngabu,1990-11-01,30.71,1990
TA Ngabu,1990-11-02,29.65,1990
TA Ngabu,1990-11-03,28.45,1990
TA Ngabu,1990-11-04,29.56,1990
TA Ngabu,1990-11-05,31.64,1990
TA Ngabu,1990-11-06,33.32,1990
TA Ngabu,1990-11-07,28.2,1990
TA Ngabu,1990-11-08,24.84,1990
TA Ngabu,1990-11-09,25.35,1990
TA Ngabu,1990-11-10,25.25,1990
TA Ngabu,1990-11-11,29.03,1990
TA Ngabu,1990-11-12,32.62,1990
TA Ngabu,1990-11-13,34.97,1990
TA Ngabu,1990-11-14,35.42,1990
TA Ngabu,1990-11-15,35.41,1990
TA Ngabu,1990-11-16,35.53,1990
TA Ngabu,1990-11-17,32.85,1990
TA Ngabu,1990-11-18,31.47,1990
TA Ngabu,1990-11-19,32.58,1990
TA Ngabu,1990-11-20,35.05,1990
TA Ngabu,1990-11-21,36.02,1990
TA Ngabu,1990-11-22,34.96,1990
TA Ngabu,1990-11-23,33.53,1990
TA Ngabu,1990-11-24,34.25,1990
TA Ngabu,1990-11-25,27.65,1990
TA Ngabu,1990-11-26,24.2,1990
TA Ngabu,1990-11-27,24.73,1990
TA Ngabu,1990-11-28,24.18,1990
TA Ngabu,1990-11-29,25.01,1990
TA Ngabu,1990-11-30,28.27,1990
TA Ngabu,1990-12-01,30.27,1990
TA Ngabu,1990-12-02,31.28,1990
TA Ngabu,1990-12-03,30.67,1990
TA Ngabu,1990-12-04,28.78,1990
TA Ngabu,1990-12-05,29.65,1990
TA Ngabu,1990-12-06,29.62,1990
TA Ngabu,1990-12-07,31.5,1990
TA Ngabu,1990-12-08,31.33,1990
TA Ngabu,1990-12-09,30.72,1990
TA Ngabu,1990-12-10,28.96,1990
TA Ngabu,1990-12-11,27.59,1990
TA Ngabu,1990-12-12,28.97,1990
TA Ngabu,1990-12-13,31.62,1990
TA Ngabu,1990-12-14,32.89,1990
TA Ngabu,1990-12-15,30.54,1990
TA Ngabu,1990-12-16,31.26,1990
TA Ngabu,1990-12-17,32.55,1990
TA Ngabu,1990-12-18,33.63,1990
TA Ngabu,1990-12-19,33.12,1990
TA Ngabu,1990-12-20,28.17,1990
TA Ngabu,1990-12-21,28.79,1990
TA Ngabu,1990-12-22,28.56,1990
TA Ngabu,1990-12-23,29.18,1990
TA Ngabu,1990-12-24,30.62,1990
TA Ngabu,1990-12-25,32.2,1990
TA Ngabu,1990-12-26,32.11,1990
TA Ngabu,1990-12-27,26.27,1990
TA Ngabu,1990-12-28,25.66,1990
TA Ngabu,1990-12-29,27.58,1990
TA Ngabu,1990-12-30,29.09,1990
TA Ngabu,1990-12-31,28.0,1990
TA Ngabu,1991-01-01,29.17,1991
TA Ngabu,1991-01-02,27.45,1991
TA Ngabu,1991-01-03,26.62,1991
TA Ngabu,1991-01-04,27.91,1991
TA Ngabu,1991-01-05,28.9,1991
TA Ngabu,1991-01-06,29.28,1991
TA Ngabu,1991-01-07,30.29,1991
TA Ngabu,1991-01-08,30.29,1991
TA Ngabu,1991-01-09,29.95,1991
TA Ngabu,1991-01-10,25.92,1991
TA Ngabu,1991-01-11,25.56,1991
TA Ngabu,1991-01-12,27.76,1991
TA Ngabu,1991-01-13,27.3,1991
TA Ngabu,1991-01-14,27.44,1991
TA Ngabu,1991-01-15,29.4,1991
TA Ngabu,1991-01-16,28.01,1991
TA Ngabu,1991-01-17,28.66,1991
TA Ngabu,1991-01-18,28.38,1991
TA Ngabu,1991-01-19,28.3,1991
TA Ngabu,1991-01-20,28.42,1991
TA Ngabu,1991-01-21,28.9,1991
TA Ngabu,1991-01-22,29.7,1991
TA Ngabu,1991-01-23,30.38,1991
TA Ngabu,1991-01-24,30.23,1991
TA Ngabu,1991-01-25,28.54,1991
TA Ngabu,1991-01-26,29.09,1991
TA Ngabu,1991-01-27,29.49,1991
TA Ngabu,1991-01-28,30.25,1991
TA Ngabu,1991-01-29,29.2,1991
TA Ngabu,1991-01-30,26.89,1991
TA Ngabu,1991-01-31,28.93,1991
TA Ngabu,1991-02-01,28.66,1991
TA Ngabu,1991-02-02,28.53,1991
TA Ngabu,1991-02-03,28.87,1991
TA Ngabu,1991-02-04,28.61,1991
TA Ngabu,1991-02-05,28.01,1991
TA Ngabu,1991-02-06,28.4,1991
TA Ngabu,1991-02-07,28.51,1991
TA Ngabu,1991-02-08,27.97,1991
TA Ngabu,1991-02-09,27.11,1991
TA Ngabu,1991-02-10,26.31,1991
TA Ngabu,1991-02-11,25.14,1991
TA Ngabu,1991-02-12,26.2,1991
TA Ngabu,1991-02-13,25.68,1991
TA Ngabu,1991-02-14,25.55,1991
TA Ngabu,1991-02-15,25.51,1991
TA Ngabu,1991-02-16,27.14,1991
TA Ngabu,1991-02-17,26.98,1991
TA Ngabu,1991-02-18,27.29,1991
TA Ngabu,1991-02-19,26.61,1991
TA Ngabu,1991-02-20,24.98,1991
TA Ngabu,1991-02-21,25.8,1991
TA Ngabu,1991-02-22,26.54,1991
TA Ngabu,1991-02-23,26.48,1991
TA Ngabu,1991-02-24,27.05,1991
TA Ngabu,1991-02-25,28.23,1991
TA Ngabu,1991-02-26,27.53,1991
TA Ngabu,1991-02-27,26.55,1991
TA Ngabu,1991-02-28,26.76,1991
TA Ngabu,1991-03-01,26.94,1991
TA Ngabu,1991-03-02,26.74,1991
TA Ngabu,1991-03-03,27.38,1991
TA Ngabu,1991-03-04,27.49,1991
TA Ngabu,1991-03-05,26.43,1991
TA Ngabu,1991-03-06,25.93,1991
TA Ngabu,1991-03-07,24.79,1991
TA Ngabu,1991-03-08,24.69,1991
TA Ngabu,1991-03-09,25.13,1991
TA Ngabu,1991-03-10,25.95,1991
TA Ngabu,1991-03-11,25.49,1991
TA Ngabu,1991-03-12,25.61,1991
TA Ngabu,1991-03-13,25.19,1991
TA Ngabu,1991-03-14,26.0,1991
TA Ngabu,1991-03-15,25.6,1991
TA Ngabu,1991-03-16,24.51,1991
TA Ngabu,1991-03-17,24.55,1991
TA Ngabu,1991-03-18,24.94,1991
TA Ngabu,1991-03-19,25.45,1991
TA Ngabu,1991-03-20,25.96,1991
TA Ngabu,1991-03-21,26.54,1991
TA Ngabu,1991-03-22,26.24,1991
TA Ngabu,1991-03-23,25.85,1991
TA Ngabu,1991-03-24,25.28,1991
TA Ngabu,1991-03-25,24.98,1991
TA Ngabu,1991-03-26,23.91,1991
TA Ngabu,1991-03-27,22.04,1991
TA Ngabu,1991-03-28,21.83,1991
TA Ngabu,1991-03-29,22.13,1991
TA Ngabu,1991-03-30,22.93,1991
TA Ngabu,1991-03-31,23.15,1991
TA Ngabu,1991-04-01,22.6,1991
TA Ngabu,1991-04-02,23.6,1991
TA Ngabu,1991-04-03,24.2,1991
TA Ngabu,1991-04-04,24.73,1991
TA Ngabu,1991-04-05,25.22,1991
TA Ngabu,1991-04-06,26.31,1991
TA Ngabu,1991-04-07,27.16,1991
TA Ngabu,1991-04-08,22.81,1991
TA Ngabu,1991-04-09,20.64,1991
TA Ngabu,1991-04-10,21.01,1991
TA Ngabu,1991-04-11,22.41,1991
TA Ngabu,1991-04-12,24.12,1991
TA Ngabu,1991-04-13,23.9,1991
TA Ngabu,1991-04-14,23.85,1991
TA Ngabu,1991-04-15,22.58,1991
TA Ngabu,1991-04-16,22.31,1991
TA Ngabu,1991-04-17,22.91,1991
TA Ngabu,1991-04-18,23.07,1991
TA Ngabu,1991-04-19,22.72,1991
TA Ngabu,1991-04-20,23.33,1991
TA Ngabu,1991-04-21,24.21,1991
TA Ngabu,1991-04-22,24.18,1991
TA Ngabu,1991-04-23,23.45,1991
TA Ngabu,1991-04-24,23.19,1991
TA Ngabu,1991-04-25,22.63,1991
TA Ngabu,1991-04-26,23.71,1991
TA Ngabu,1991-04-27,24.71,1991
TA Ngabu,1991-04-28,24.65,1991
TA Ngabu,1991-04-29,24.53,1991
TA Ngabu,1991-04-30,23.26,1991
TA Ngabu,1991-05-01,22.98,1991
TA Ngabu,1991-05-02,23.77,1991
TA Ngabu,1991-05-03,24.62,1991
TA Ngabu,1991-05-04,23.5,1991
TA Ngabu,1991-05-05,22.37,1991
TA Ngabu,1991-05-06,23.77,1991
TA Ngabu,1991-05-07,23.02,1991
TA Ngabu,1991-05-08,22.64,1991
TA Ngabu,1991-05-09,23.94,1991
TA Ngabu,1991-05-10,24.72,1991
TA Ngabu,1991-05-11,24.59,1991
TA Ngabu,1991-05-12,23.91,1991
TA Ngabu,1991-05-13,23.38,1991
TA Ngabu,1991-05-14,21.83,1991
TA Ngabu,1991-05-15,22.03,1991
TA Ngabu,1991-05-16,21.96,1991
TA Ngabu,1991-05-17,23.46,1991
TA Ngabu,1991-05-18,23.58,1991
TA Ngabu,1991-05-19,24.03,1991
TA Ngabu,1991-05-20,24.61,1991
TA Ngabu,1991-05-21,25.67,1991
TA Ngabu,1991-05-22,25.9,1991
TA Ngabu,1991-05-23,24.81,1991
TA Ngabu,1991-05-24,23.63,1991
TA Ngabu,1991-05-25,24.46,1991
TA Ngabu,1991-05-26,24.11,1991
TA Ngabu,1991-05-27,23.02,1991
TA Ngabu,1991-05-28,23.51,1991
TA Ngabu,1991-05-29,21.8,1991
TA Ngabu,1991-05-30,21.46,1991
TA Ngabu,1991-05-31,20.84,1991
TA Ngabu,1991-06-01,21.36,1991
TA Ngabu,1991-06-02,20.86,1991
TA Ngabu,1991-06-03,22.03,1991
TA Ngabu,1991-06-04,21.69,1991
TA Ngabu,1991-06-05,21.05,1991
TA Ngabu,1991-06-06,20.69,1991
TA Ngabu,1991-06-07,20.75,1991
TA Ngabu,1991-06-08,20.54,1991
TA Ngabu,1991-06-09,20.9,1991
TA Ngabu,1991-06-10,21.78,1991
TA Ngabu,1991-06-11,21.1,1991
TA Ngabu,1991-06-12,20.4,1991
TA Ngabu,1991-06-13,19.87,1991
TA Ngabu,1991-06-14,21.05,1991
TA Ngabu,1991-06-15,19.56,1991
TA Ngabu,1991-06-16,16.9,1991
TA Ngabu,1991-06-17,18.44,1991
TA Ngabu,1991-06-18,20.6,1991
TA Ngabu,1991-06-19,21.46,1991
TA Ngabu,1991-06-20,21.95,1991
TA Ngabu,1991-06-21,23.15,1991
TA Ngabu,1991-06-22,23.7,1991
TA Ngabu,1991-06-23,24.76,1991
TA Ngabu,1991-06-24,25.7,1991
TA Ngabu,1991-06-25,26.12,1991
TA Ngabu,1991-06-26,24.76,1991
TA Ngabu,1991-06-27,23.14,1991
TA Ngabu,1991-06-28,23.28,1991
TA Ngabu,1991-06-29,23.66,1991
TA Ngabu,1991-06-30,23.15,1991
TA Ngabu,1991-07-01,21.64,1991
TA Ngabu,1991-07-02,22.05,1991
TA Ngabu,1991-07-03,22.78,1991
TA Ngabu,1991-07-04,23.83,1991
TA Ngabu,1991-07-05,24.32,1991
TA Ngabu,1991-07-06,24.7,1991
TA Ngabu,1991-07-07,25.81,1991
TA Ngabu,1991-07-08,22.82,1991
TA Ngabu,1991-07-09,20.84,1991
TA Ngabu,1991-07-10,20.68,1991
TA Ngabu,1991-07-11,21.18,1991
TA Ngabu,1991-07-12,22.3,1991
TA Ngabu,1991-07-13,22.54,1991
TA Ngabu,1991-07-14,19.33,1991
TA Ngabu,1991-07-15,20.95,1991
TA Ngabu,1991-07-16,21.16,1991
TA Ngabu,1991-07-17,19.03,1991
TA Ngabu,1991-07-18,19.72,1991
TA Ngabu,1991-07-19,20.07,1991
TA Ngabu,1991-07-20,19.96,1991
TA Ngabu,1991-07-21,20.52,1991
TA Ngabu,1991-07-22,21.55,1991
TA Ngabu,1991-07-23,23.02,1991
TA Ngabu,1991-07-24,24.26,1991
TA Ngabu,1991-07-25,24.58,1991
TA Ngabu,1991-07-26,24.6,1991
TA Ngabu,1991-07-27,25.47,1991
TA Ngabu,1991-07-28,23.63,1991
TA Ngabu,1991-07-29,20.45,1991
TA Ngabu,1991-07-30,21.09,1991
TA Ngabu,1991-07-31,21.15,1991
TA Ngabu,1991-08-01,23.28,1991
TA Ngabu,1991-08-02,24.81,1991
TA Ngabu,1991-08-03,25.42,1991
TA Ngabu,1991-08-04,25.98,1991
TA Ngabu,1991-08-05,23.02,1991
TA Ngabu,1991-08-06,20.86,1991
TA Ngabu,1991-08-07,22.14,1991
TA Ngabu,1991-08-08,21.74,1991
TA Ngabu,1991-08-09,21.92,1991
TA Ngabu,1991-08-10,23.12,1991
TA Ngabu,1991-08-11,24.67,1991
TA Ngabu,1991-08-12,20.86,1991
TA Ngabu,1991-08-13,19.64,1991
TA Ngabu,1991-08-14,19.91,1991
TA Ngabu,1991-08-15,20.86,1991
TA Ngabu,1991-08-16,22.77,1991
TA Ngabu,1991-08-17,24.4,1991
TA Ngabu,1991-08-18,25.31,1991
TA Ngabu,1991-08-19,26.57,1991
TA Ngabu,1991-08-20,27.79,1991
TA Ngabu,1991-08-21,28.44,1991
TA Ngabu,1991-08-22,25.31,1991
TA Ngabu,1991-08-23,24.27,1991
TA Ngabu,1991-08-24,23.01,1991
TA Ngabu,1991-08-25,23.76,1991
TA Ngabu,1991-08-26,23.5,1991
TA Ngabu,1991-08-27,24.09,1991
TA Ngabu,1991-08-28,23.71,1991
TA Ngabu,1991-08-29,25.17,1991
TA Ngabu,1991-08-30,26.89,1991
TA Ngabu,1991-08-31,26.13,1991
TA Ngabu,1991-09-01,26.06,1991
TA Ngabu,1991-09-02,24.89,1991
TA Ngabu,1991-09-03,24.08,1991
TA Ngabu,1991-09-04,24.43,1991
TA Ngabu,1991-09-05,28.0,1991
TA Ngabu,1991-09-06,29.27,1991
TA Ngabu,1991-09-07,27.2,1991
TA Ngabu,1991-09-08,28.1,1991
TA Ngabu,1991-09-09,29.96,1991
TA Ngabu,1991-09-10,29.94,1991
TA Ngabu,1991-09-11,29.01,1991
TA Ngabu,1991-09-12,28.08,1991
TA Ngabu,1991-09-13,28.93,1991
TA Ngabu,1991-09-14,30.23,1991
TA Ngabu,1991-09-15,29.53,1991
TA Ngabu,1991-09-16,29.55,1991
TA Ngabu,1991-09-17,30.49,1991
TA Ngabu,1991-09-18,29.83,1991
TA Ngabu,1991-09-19,30.86,1991
TA Ngabu,1991-09-20,31.94,1991
TA Ngabu,1991-09-21,30.5,1991
TA Ngabu,1991-09-22,29.06,1991
TA Ngabu,1991-09-23,28.35,1991
TA Ngabu,1991-09-24,30.33,1991
TA Ngabu,1991-09-25,28.99,1991
TA Ngabu,1991-09-26,25.95,1991
TA Ngabu,1991-09-27,26.59,1991
TA Ngabu,1991-09-28,29.49,1991
TA Ngabu,1991-09-29,31.63,1991
TA Ngabu,1991-09-30,25.71,1991
TA Ngabu,1991-10-01,22.63,1991
TA Ngabu,1991-10-02,22.69,1991
TA Ngabu,1991-10-03,25.52,1991
TA Ngabu,1991-10-04,26.76,1991
TA Ngabu,1991-10-05,27.24,1991
TA Ngabu,1991-10-06,27.79,1991
TA Ngabu,1991-10-07,28.52,1991
TA Ngabu,1991-10-08,29.08,1991
TA Ngabu,1991-10-09,30.49,1991
TA Ngabu,1991-10-10,29.19,1991
TA Ngabu,1991-10-11,28.16,1991
TA Ngabu,1991-10-12,28.36,1991
TA Ngabu,1991-10-13,28.16,1991
TA Ngabu,1991-10-14,27.78,1991
TA Ngabu,1991-10-15,29.83,1991
TA Ngabu,1991-10-16,29.23,1991
TA Ngabu,1991-10-17,28.27,1991
TA Ngabu,1991-10-18,28.38,1991
TA Ngabu,1991-10-19,30.08,1991
TA Ngabu,1991-10-20,30.86,1991
TA Ngabu,1991-10-21,29.44,1991
TA Ngabu,1991-10-22,27.86,1991
TA Ngabu,1991-10-23,28.12,1991
TA Ngabu,1991-10-24,28.52,1991
TA Ngabu,1991-10-25,26.11,1991
TA Ngabu,1991-10-26,26.97,1991
TA Ngabu,1991-10-27,30.33,1991
TA Ngabu,1991-10-28,32.32,1991
TA Ngabu,1991-10-29,32.71,1991
TA Ngabu,1991-10-30,32.58,1991
TA Ngabu,1991-10-31,33.23,1991
TA Ngabu,1991-11-01,32.53,1991
TA Ngabu,1991-11-02,29.98,1991
TA Ngabu,1991-11-03,29.06,1991
TA Ngabu,1991-11-04,29.57,1991
TA Ngabu,1991-11-05,29.24,1991
TA Ngabu,1991-11-06,28.6,1991
TA Ngabu,1991-11-07,29.13,1991
TA Ngabu,1991-11-08,30.51,1991
TA Ngabu,1991-11-09,29.75,1991
TA Ngabu,1991-11-10,28.13,1991
TA Ngabu,1991-11-11,28.54,1991
TA Ngabu,1991-11-12,27.66,1991
TA Ngabu,1991-11-13,28.7,1991
TA Ngabu,1991-11-14,31.03,1991
TA Ngabu,1991-11-15,31.86,1991
TA Ngabu,1991-11-16,28.68,1991
TA Ngabu,1991-11-17,27.62,1991
TA Ngabu,1991-11-18,27.39,1991
TA Ngabu,1991-11-19,27.8,1991
TA Ngabu,1991-11-20,30.2,1991
TA Ngabu,1991-11-21,31.23,1991
TA Ngabu,1991-11-22,24.44,1991
TA Ngabu,1991-11-23,21.97,1991
TA Ngabu,1991-11-24,22.95,1991
TA Ngabu,1991-11-25,24.18,1991
TA Ngabu,1991-11-26,25.02,1991
TA Ngabu,1991-11-27,25.44,1991
TA Ngabu,1991-11-28,27.54,1991
TA Ngabu,1991-11-29,28.31,1991
TA Ngabu,1991-11-30,27.06,1991
TA Ngabu,1991-12-01,26.47,1991
TA Ngabu,1991-12-02,27.15,1991
TA Ngabu,1991-12-03,28.22,1991
TA Ngabu,1991-12-04,30.63,1991
TA Ngabu,1991-12-05,30.93,1991
TA Ngabu,1991-12-06,25.15,1991
TA Ngabu,1991-12-07,25.79,1991
TA Ngabu,1991-12-08,28.27,1991
TA Ngabu,1991-12-09,30.02,1991
TA Ngabu,1991-12-10,23.82,1991
TA Ngabu,1991-12-11,25.58,1991
TA Ngabu,1991-12-12,27.37,1991
TA Ngabu,1991-12-13,27.13,1991
TA Ngabu,1991-12-14,26.98,1991
TA Ngabu,1991-12-15,28.52,1991
TA Ngabu,1991-12-16,28.87,1991
TA Ngabu,1991-12-17,28.32,1991
TA Ngabu,1991-12-18,28.59,1991
TA Ngabu,1991-12-19,28.32,1991
TA Ngabu,1991-12-20,27.57,1991
TA Ngabu,1991-12-21,28.39,1991
TA Ngabu,1991-12-22,28.35,1991
TA Ngabu,1991-12-23,28.42,1991
TA Ngabu,1991-12-24,29.55,1991
TA Ngabu,1991-12-25,29.16,1991
TA Ngabu,1991-12-26,28.85,1991
TA Ngabu,1991-12-27,28.11,1991
TA Ngabu,1991-12-28,27.54,1991
TA Ngabu,1991-12-29,27.62,1991
TA Ngabu,1991-12-30,28.49,1991
TA Ngabu,1991-12-31,28.92,1991
TA Ngabu,1992-01-01,30.09,1992
TA Ngabu,1992-01-02,29.36,1992
TA Ngabu,1992-01-03,28.12,1992
TA Ngabu,1992-01-04,27.79,1992
TA Ngabu,1992-01-05,29.17,1992
TA Ngabu,1992-01-06,29.9,1992
TA Ngabu,1992-01-07,30.45,1992
TA Ngabu,1992-01-08,30.01,1992
TA Ngabu,1992-01-09,30.44,1992
TA Ngabu,1992-01-10,31.05,1992
TA Ngabu,1992-01-11,29.4,1992
TA Ngabu,1992-01-12,29.67,1992
TA Ngabu,1992-01-13,30.76,1992
TA Ngabu,1992-01-14,32.78,1992
TA Ngabu,1992-01-15,32.83,1992
TA Ngabu,1992-01-16,31.6,1992
TA Ngabu,1992-01-17,32.71,1992
TA Ngabu,1992-01-18,32.09,1992
TA Ngabu,1992-01-19,31.88,1992
TA Ngabu,1992-01-20,28.27,1992
TA Ngabu,1992-01-21,30.13,1992
TA Ngabu,1992-01-22,29.69,1992
TA Ngabu,1992-01-23,28.73,1992
TA Ngabu,1992-01-24,26.83,1992
TA Ngabu,1992-01-25,27.5,1992
TA Ngabu,1992-01-26,26.41,1992
TA Ngabu,1992-01-27,26.46,1992
TA Ngabu,1992-01-28,27.78,1992
TA Ngabu,1992-01-29,29.35,1992
TA Ngabu,1992-01-30,29.66,1992
TA Ngabu,1992-01-31,29.54,1992
TA Ngabu,1992-02-01,29.92,1992
TA Ngabu,1992-02-02,30.5,1992
TA Ngabu,1992-02-03,29.83,1992
TA Ngabu,1992-02-04,28.44,1992
TA Ngabu,1992-02-05,28.54,1992
TA Ngabu,1992-02-06,29.0,1992
TA Ngabu,1992-02-07,29.37,1992
TA Ngabu,1992-02-08,29.22,1992
TA Ngabu,1992-02-09,29.07,1992
TA Ngabu,1992-02-10,29.21,1992
TA Ngabu,1992-02-11,29.12,1992
TA Ngabu,1992-02-12,29.48,1992
TA Ngabu,1992-02-13,30.59,1992
TA Ngabu,1992-02-14,31.76,1992
TA Ngabu,1992-02-15,30.84,1992
TA Ngabu,1992-02-16,30.02,1992
TA Ngabu,1992-02-17,29.86,1992
TA Ngabu,1992-02-18,29.62,1992
TA Ngabu,1992-02-19,29.73,1992
TA Ngabu,1992-02-20,29.8,1992
TA Ngabu,1992-02-21,29.1,1992
TA Ngabu,1992-02-22,29.44,1992
TA Ngabu,1992-02-23,30.91,1992
TA Ngabu,1992-02-24,33.08,1992
TA Ngabu,1992-02-25,34.11,1992
TA Ngabu,1992-02-26,34.33,1992
TA Ngabu,1992-02-27,33.1,1992
TA Ngabu,1992-02-28,31.93,1992
TA Ngabu,1992-02-29,31.1,1992
TA Ngabu,1992-03-01,31.52,1992
TA Ngabu,1992-03-02,32.39,1992
TA Ngabu,1992-03-03,32.47,1992
TA Ngabu,1992-03-04,28.0,1992
TA Ngabu,1992-03-05,27.87,1992
TA Ngabu,1992-03-06,28.43,1992
TA Ngabu,1992-03-07,29.77,1992
TA Ngabu,1992-03-08,30.83,1992
TA Ngabu,1992-03-09,32.09,1992
TA Ngabu,1992-03-10,32.52,1992
TA Ngabu,1992-03-11,31.59,1992
TA Ngabu,1992-03-12,30.32,1992
TA Ngabu,1992-03-13,28.16,1992
TA Ngabu,1992-03-14,28.21,1992
TA Ngabu,1992-03-15,28.95,1992
TA Ngabu,1992-03-16,28.43,1992
TA Ngabu,1992-03-17,29.16,1992
TA Ngabu,1992-03-18,28.81,1992
TA Ngabu,1992-03-19,29.64,1992
TA Ngabu,1992-03-20,30.48,1992
TA Ngabu,1992-03-21,30.59,1992
TA Ngabu,1992-03-22,30.48,1992
TA Ngabu,1992-03-23,31.1,1992
TA Ngabu,1992-03-24,27.41,1992
TA Ngabu,1992-03-25,26.48,1992
TA Ngabu,1992-03-26,26.63,1992
TA Ngabu,1992-03-27,27.38,1992
TA Ngabu,1992-03-28,27.49,1992
TA Ngabu,1992-03-29,27.38,1992
TA Ngabu,1992-03-30,27.5,1992
TA Ngabu,1992-03-31,28.18,1992
TA Ngabu,1992-04-01,28.0,1992
TA Ngabu,1992-04-02,27.68,1992
TA Ngabu,1992-04-03,27.39,1992
TA Ngabu,1992-04-04,27.32,1992
TA Ngabu,1992-04-05,26.74,1992
TA Ngabu,1992-04-06,26.73,1992
TA Ngabu,1992-04-07,27.82,1992
TA Ngabu,1992-04-08,28.0,1992
TA Ngabu,1992-04-09,28.37,1992
TA Ngabu,1992-04-10,28.18,1992
TA Ngabu,1992-04-11,28.23,1992
TA Ngabu,1992-04-12,27.3,1992
TA Ngabu,1992-04-13,27.01,1992
TA Ngabu,1992-04-14,26.67,1992
TA Ngabu,1992-04-15,27.16,1992
TA Ngabu,1992-04-16,28.19,1992
TA Ngabu,1992-04-17,28.23,1992
TA Ngabu,1992-04-18,27.77,1992
TA Ngabu,1992-04-19,29.28,1992
TA Ngabu,1992-04-20,29.73,1992
TA Ngabu,1992-04-21,29.75,1992
TA Ngabu,1992-04-22,29.16,1992
TA Ngabu,1992-04-23,28.77,1992
TA Ngabu,1992-04-24,29.46,1992
TA Ngabu,1992-04-25,29.18,1992
TA Ngabu,1992-04-26,29.5,1992
TA Ngabu,1992-04-27,30.59,1992
TA Ngabu,1992-04-28,32.18,1992
TA Ngabu,1992-04-29,30.74,1992
TA Ngabu,1992-04-30,25.62,1992
TA Ngabu,1992-05-01,24.28,1992
TA Ngabu,1992-05-02,25.54,1992
TA Ngabu,1992-05-03,28.9,1992
TA Ngabu,1992-05-04,29.02,1992
TA Ngabu,1992-05-05,28.56,1992
TA Ngabu,1992-05-06,27.43,1992
TA Ngabu,1992-05-07,27.26,1992
TA Ngabu,1992-05-08,27.18,1992
TA Ngabu,1992-05-09,27.09,1992
TA Ngabu,1992-05-10,26.33,1992
TA Ngabu,1992-05-11,26.55,1992
TA Ngabu,1992-05-12,25.48,1992
TA Ngabu,1992-05-13,24.58,1992
TA Ngabu,1992-05-14,26.12,1992
TA Ngabu,1992-05-15,26.77,1992
TA Ngabu,1992-05-16,26.55,1992
TA Ngabu,1992-05-17,25.82,1992
TA Ngabu,1992-05-18,26.29,1992
TA Ngabu,1992-05-19,26.45,1992
TA Ngabu,1992-05-20,26.1,1992
TA Ngabu,1992-05-21,25.95,1992
TA Ngabu,1992-05-22,26.1,1992
TA Ngabu,1992-05-23,25.01,1992
TA Ngabu,1992-05-24,25.02,1992
TA Ngabu,1992-05-25,26.08,1992
TA Ngabu,1992-05-26,26.75,1992
TA Ngabu,1992-05-27,25.65,1992
TA Ngabu,1992-05-28,26.99,1992
TA Ngabu,1992-05-29,25.72,1992
TA Ngabu,1992-05-30,24.79,1992
TA Ngabu,1992-05-31,25.12,1992
TA Ngabu,1992-06-01,26.39,1992
TA Ngabu,1992-06-02,25.58,1992
TA Ngabu,1992-06-03,24.66,1992
TA Ngabu,1992-06-04,25.52,1992
TA Ngabu,1992-06-05,26.73,1992
TA Ngabu,1992-06-06,25.5,1992
TA Ngabu,1992-06-07,21.83,1992
TA Ngabu,1992-06-08,20.93,1992
TA Ngabu,1992-06-09,21.03,1992
TA Ngabu,1992-06-10,21.01,1992
TA Ngabu,1992-06-11,21.42,1992
TA Ngabu,1992-06-12,21.74,1992
TA Ngabu,1992-06-13,21.83,1992
TA Ngabu,1992-06-14,21.13,1992
TA Ngabu,1992-06-15,21.16,1992
TA Ngabu,1992-06-16,21.86,1992
TA Ngabu,1992-06-17,22.29,1992
TA Ngabu,1992-06-18,23.57,1992
TA Ngabu,1992-06-19,24.18,1992
TA Ngabu,1992-06-20,22.36,1992
TA Ngabu,1992-06-21,21.9,1992
TA Ngabu,1992-06-22,22.7,1992
TA Ngabu,1992-06-23,23.84,1992
TA Ngabu,1992-06-24,24.89,1992
TA Ngabu,1992-06-25,25.3,1992
TA Ngabu,1992-06-26,25.17,1992
TA Ngabu,1992-06-27,22.63,1992
TA Ngabu,1992-06-28,22.43,1992
TA Ngabu,1992-06-29,23.02,1992
TA Ngabu,1992-06-30,22.88,1992
TA Ngabu,1992-07-01,21.21,1992
TA Ngabu,1992-07-02,21.32,1992
TA Ngabu,1992-07-03,19.67,1992
TA Ngabu,1992-07-04,16.71,1992
TA Ngabu,1992-07-05,18.11,1992
TA Ngabu,1992-07-06,19.39,1992
TA Ngabu,1992-07-07,21.65,1992
TA Ngabu,1992-07-08,23.55,1992
TA Ngabu,1992-07-09,21.64,1992
TA Ngabu,1992-07-10,21.19,1992
TA Ngabu,1992-07-11,21.82,1992
TA Ngabu,1992-07-12,22.34,1992
TA Ngabu,1992-07-13,21.58,1992
TA Ngabu,1992-07-14,21.47,1992
TA Ngabu,1992-07-15,22.13,1992
TA Ngabu,1992-07-16,21.93,1992
TA Ngabu,1992-07-17,20.92,1992
TA Ngabu,1992-07-18,21.43,1992
TA Ngabu,1992-07-19,22.21,1992
TA Ngabu,1992-07-20,22.57,1992
TA Ngabu,1992-07-21,23.25,1992
