NAME_0,NAME_1,NAME_2,GID_2,date_code,ndvi_value,date,year,source_file
Malawi,Machinga,SC Ngokwe,MWI.12.10_1,001MOD13A2,0.594494776119403,2013-01-01,2013,new2020_ndvi.csv
Malawi,Machinga,SC Sitola,MWI.12.11_1,001MOD13A2,0.7635411764705883,2013-01-01,2013,new2020_ndvi.csv
Malawi,Machinga,TA Kawinga,MWI.12.12_1,001MOD13A2,0.6056117942283563,2013-01-01,2013,new2020_ndvi.csv
Malawi,Machinga,TA Liwonde,MWI.12.13_1,001MOD13A2,0.667377453580902,2013-01-01,2013,new2020_ndvi.csv
Malawi,Machinga,TA Nyambi,MWI.12.14_1,001MOD13A2,0.5653563333333333,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,Lake Malawi,MWI.13.1_1,001MOD13A2,0.1239857894736842,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,Lake Malombe,MWI.13.2_1,001MOD13A2,0.1090889679715302,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,Mangochi Town,MWI.13.3_1,001MOD13A2,0.60905,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,Monkey Bay Urban,MWI.13.4_1,001MOD13A2,0.6175916666666668,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,SC Chowe,MWI.13.5_1,001MOD13A2,0.7099110091743119,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,SC Mbwana Nyambi,MWI.13.6_1,001MOD13A2,0.6178057522123894,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,SC Namabvi,MWI.13.7_1,001MOD13A2,0.7072796296296296,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,TA Chimwala,MWI.13.8_1,001MOD13A2,0.6345305194805195,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,TA Jalasi,MWI.13.9_1,001MOD13A2,0.6998732776617954,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,TA Katuli,MWI.13.10_1,001MOD13A2,0.6433290575916231,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,TA Makanjila,MWI.13.11_1,001MOD13A2,0.5810089722675367,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,TA Mponda,MWI.13.12_1,001MOD13A2,0.5818022187004754,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mangochi,TA Nankumba,MWI.13.13_1,001MOD13A2,0.5997767728674204,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mchinji,Mchinji Boma,MWI.14.1_1,001MOD13A2,0.2656714285714286,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mchinji,SC Dambe,MWI.14.2_1,001MOD13A2,0.5237104109589041,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mchinji,SC Mavwere,MWI.14.3_1,001MOD13A2,0.7025824873096447,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mchinji,SC Mduwa,MWI.14.4_1,001MOD13A2,0.4760414486921529,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mchinji,TA Mkanda,MWI.14.5_1,001MOD13A2,0.4038611528822055,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mchinji,TA Mlonyeni,MWI.14.6_1,001MOD13A2,0.4762656387665198,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mchinji,TA Zulu,MWI.14.7_1,001MOD13A2,0.6112562189054727,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,Mulanje Boma,MWI.15.1_1,001MOD13A2,0.7667200000000001,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,Mulanje Mountain Forest Reserve,MWI.15.2_1,001MOD13A2,0.618032850241546,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,SC Juma,MWI.15.3_1,001MOD13A2,0.5717697278911564,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,SC Laston Njema,MWI.15.4_1,001MOD13A2,0.716946551724138,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,TA Chikumbu,MWI.15.5_1,001MOD13A2,0.7129129770992367,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,TA Mabuka,MWI.15.6_1,001MOD13A2,0.7163507082152974,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,TA Nkanda,MWI.15.7_1,001MOD13A2,0.6243350318471338,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mulanje,TA Nthiramanja,MWI.15.8_1,001MOD13A2,0.7374030303030303,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mwanza,Majete Game Reserve - Mwanza,MWI.16.1_1,001MOD13A2,0.7213271428571428,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mwanza,Mwanza Boma,MWI.16.2_1,001MOD13A2,0.7096916666666667,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mwanza,TA Kanduku,MWI.16.3_1,001MOD13A2,0.6844897233201581,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mwanza,TA Nthache,MWI.16.4_1,001MOD13A2,0.6525995967741935,2013-01-01,2013,new2020_ndvi.csv
