ds,RAINFALL_MM,NDVI_VALUE,LST_VALUE
2027-04-29,0.869140039933677,0.7817299923499433,20.145754085626866
2027-05-15,5.180130952510467,0.7560642785608425,20.17140453908195
2027-05-31,-1.6037325891480778,0.7522409339270154,18.853004276571266
2027-06-16,5.980988729337185,0.7457474507186561,16.093433121763397
2027-07-02,4.178592955649428,0.7538943075592244,16.8548486084674
2027-07-18,1.144958770264319,0.739537216817379,16.65089549060928
2027-08-03,0.7397011631380788,0.719195469691477,19.322596185894856
2027-08-19,1.4092909577007782,0.6892846788704344,19.7975236780982
2027-09-04,1.0543340864125659,0.6814289244356807,21.137262817559158
2027-09-20,0.7733840006326198,0.6724164846109333,24.388097613586478
2027-10-06,3.40471809772238,0.6691422042080414,24.753606733065567
2027-10-22,4.97748417913831,0.6999623402959596,24.73028197889974
2027-11-07,2.5032240741765674,0.6896722080149684,25.538644003272157
2027-11-23,-0.8008455754999231,0.6893506179211273,27.330280351260143
2027-12-09,5.810507484677983,0.6737144062007734,27.734212987503756
2027-12-25,5.983705690284067,0.6939213425410574,24.916637742639413
2028-01-10,9.379336098612203,0.7471800442442398,20.48254764683938
2028-01-26,2.3706757746855547,0.7388249108185365,21.548871935801408
2028-02-11,13.446306696554458,0.7676070400426733,20.729693481146523
2028-02-27,21.024565777428798,0.8065391776620572,18.869485465901917
2028-03-14,-1.1414731963655012,0.7941569853185942,19.341859535679834
2028-03-30,5.506208323932537,0.8003952733632528,18.769953313347326
2028-04-15,2.4839291093025024,0.8250758212557916,19.319043913302185
2028-05-01,2.5696784381644666,0.7990361479545945,17.531904762727045
2028-05-17,4.2675398552413855,0.7791858342652573,17.963633364860918
2028-06-02,-0.8940819720059769,0.7744073714862189,15.827769957101019
2028-06-18,7.156293569143245,0.7707580268435175,13.78226831469378
2028-07-04,3.3610373049989763,0.7772924341327077,14.484737038887152
2028-07-20,1.5006653326609167,0.759819421318663,14.558307237183431
2028-08-05,0.8551133236640709,0.7386958751383711,17.362998912751742
2028-08-21,1.9739645823302503,0.7091505650589879,17.3656373002888
2028-09-06,0.932624190505666,0.7058696060103793,19.438627339837662
2028-09-22,1.5499258206021773,0.6926255859767382,22.274176293028745
2028-10-08,3.927206261662468,0.6983359882735902,22.38118831364146
2028-10-24,5.431014681664445,0.7249411296982567,22.423134230715473
2028-11-09,1.6101375049146602,0.7116839970886882,23.49249807297037
