NAME_0,NAME_1,NAME_2,ID_2,mean_01.01,mean_01.09,mean_01.17,mean_01.25,mean_02.02,mean_02.10,mean_02.18,mean_02.26,mean_03.06,mean_03.14,mean_03.22,mean_03.30,mean_04.07,mean_04.15,mean_04.23,mean_05.01,mean_05.09,mean_05.17,mean_05.25,mean_06.02,mean_06.10,mean_06.18,mean_06.26,mean_07.04,mean_07.12,mean_07.20,mean_07.28,mean_08.05,mean_08.13,mean_08.21,mean_08.29,mean_09.06,mean_09.14,mean_09.22,mean_09.30,mean_10.08,mean_10.16,mean_10.24,mean_11.01,mean_11.09,mean_11.17,mean_11.25,mean_12.03,mean_12.11,mean_12.19,mean_12.27
Malawi,Balaka,Balaka Town,MWI.1.1_1,31.04636363636365,,,28.710000000000036,28.104545454545473,,31.648181818181854,,27.30800000000005,,24.34200000000004,,26.98333333333335,27.143333333333374,27.55545454545461,27.77909090909094,28.11181818181825,28.897272727272764,28.58454545454549,29.320909090909083,29.03000000000003,27.373636363636365,26.78454545454548,27.135454545454593,26.459090909090946,28.904545454545485,28.328181818181804,29.139090909090953,31.408181818181845,33.54454545454547,32.04272727272729,34.52090909090913,36.77909090909094,38.22636363636366,38.202727272727316,40.72818181818184,37.80454545454546,42.48636363636365,40.51909090909095,31.8009090909091,38.49000000000001,40.202727272727316,41.96454545454549,37.664545454545475,,33.54428571428576
Malawi,Balaka,TA Kalembo,MWI.1.2_1,31.258901251738564,26.08414925373137,29.510333333333335,28.93877434135169,26.540123456790184,,30.811454138702516,27.36747126436785,27.82946666666669,27.400755555555577,25.05800699300704,24.236094182825525,26.82516431924887,25.013348416289602,27.46067114093961,27.074250559284167,27.71024608501125,28.784161073825544,28.04015659955263,28.954944071588386,28.8199776286354,27.498657718120853,26.5572483221477,27.8519686800895,26.610604026845692,28.84201342281881,28.77836689038037,29.109574944071596,31.63427293064882,34.09438478747205,32.774250559284155,34.68700223713648,38.603959731543625,39.72024608501124,40.74689038031323,42.76507829977629,41.46229563269878,45.326331096196895,42.106152125279664,33.73528789659224,41.37914988814322,43.52219239373602,42.49409395973157,42.20921700223715,37.393898916967544,29.13793103448279
Malawi,Balaka,TA Nsamala,MWI.1.3_1,30.941404151404186,30.11357615894042,28.55562500000002,28.37107358262972,27.650938166311334,27.568044009779953,30.5057761732852,27.650302521008427,27.352890385793046,27.717142857142903,24.87326463314099,25.72992283950623,26.716990171990233,26.24453416149072,27.167051744885725,27.120637785800284,27.69914560770161,28.733020457280418,27.92317689530688,29.10369434416367,28.72813477737668,27.23542719614926,26.8639470517449,26.97279181708791,26.436967509025294,28.985270758122795,28.7098916967509,28.760529482551192,31.796618531889294,33.97915764139594,32.48600481347779,34.93790613718414,37.96559566787005,39.019410348977146,40.294175691937426,41.846317689530736,39.944452466907364,44.422466907340606,42.306690734055394,35.81153377967138,41.26654632972327,42.22969915764145,43.07760529482556,41.38740763173837,34.47349056603775,33.263409801877
Malawi,Blantyre,Blantyre City,MWI.2.1_1,27.90674911660784,28.292820512820526,,27.438440366972486,25.960175438596536,27.136055045871558,29.878127208480635,27.220682730923727,27.72789473684213,25.759230769230783,25.283402061855725,26.22171597633138,26.783380782918186,26.45374558303888,27.4518374558304,25.653321554770343,26.71784452296822,27.933038869257985,26.185123674911722,27.5659010600707,27.916007067137855,25.40293286219088,24.201236749116617,25.149929328621965,23.73848056537105,25.79219081272089,26.980176678445275,26.186961130742077,29.043286219081324,31.069787985865787,29.34243816254417,31.59197879858658,33.23070671378093,33.43805653710251,35.06823321554771,37.72971731448769,35.752826855123715,38.26349823321556,36.95077738515903,33.89515901060071,35.82618374558308,37.11685512367495,35.596007067137805,35.12413427561842,28.855428571428604,
Malawi,Blantyre,TA Chigaru,MWI.2.2_1,31.063927392739288,30.453454545454576,,29.556445182724246,28.89596026490068,29.056490566037724,30.006633663366358,27.261222222222216,29.277094594594644,28.021304347826117,25.939689440993845,26.201353135313582,27.472112211221145,26.71415841584161,27.388283828382896,27.416204620462054,28.23858085808581,29.13792079207923,28.329867986798718,29.60940594059406,28.91283828382842,27.65910891089112,27.261155115511542,27.13178217821786,26.328943894389454,29.254092409240968,28.799306930693092,28.65501650165021,31.745445544554514,33.740957095709575,33.30009900990103,34.73481848184821,36.81323432343237,38.37719471947196,40.252772277227734,41.05264026402642,40.07092409240926,44.1021452145215,42.06584158415842,39.1228052805281,42.28854785478552,43.57561056105612,42.62478547854789,44.056534653465405,38.24701986754968,
Malawi,Blantyre,TA Kapeni,MWI.2.3_1,29.432568807339464,30.625586854460096,,29.7777533039648,28.499568965517255,28.474152542372906,29.45093750000001,27.97448979591843,27.838695652173953,27.160769230769233,26.50723076923083,25.25073059360733,26.78296875000001,26.928984375000027,27.965937500000052,27.200468750000027,28.487578125000027,29.083046875000036,28.340859375000036,29.800390625000034,29.416015625000057,28.12617187500001,27.091171875000043,28.04656250000005,26.76070312500002,29.292109375000052,29.56242187500004,28.735000000000014,32.38312500000001,33.9115625,32.52117187500005,34.64289062500001,36.79921875000002,37.67382812500006,39.82546875000003,39.8646875,39.67531250000002,43.199765625000055,42.22984375000004,37.95289062500001,40.65210937500001,42.04812500000003,41.119765625000014,40.613359375000016,36.76631372549019,
Malawi,Blantyre,TA Kuntaja,MWI.2.4_1,29.170048426150174,28.539805013927605,,28.960677083333337,28.686508728179547,26.917818930041165,29.89053140096621,27.48668367346943,27.46895061728401,28.18358490566044,25.677377049180336,25.52607629427797,27.093091787439675,26.4967632850242,27.088212560386523,26.535024154589394,27.917777777777815,28.464299516908227,27.805652173913074,29.323381642512118,28.84748792270534,27.38033816425127,26.435555555555595,26.98555555555555,26.417294685990385,27.94202898550725,28.275265700483146,27.669323671497636,31.75217391304352,33.58289855072468,32.06019323671501,34.41830917874398,36.16879227053147,37.27661835748796,39.52125603864738,39.427777777777806,40.621111111111134,41.13545893719811,40.67526570048312,37.53024154589377,39.60541062801934,40.481449275362365,39.533864734299584,39.67869565217393,36.46980582524276,
Malawi,Blantyre,TA Kunthembwe,MWI.2.5_1,30.627522441651763,28.140573770491812,26.774000000000058,29.737374100719478,29.7803770197487,28.899554140127407,30.91301615798926,28.103268482490307,26.911279069767488,28.93204778157002,26.512635379061408,25.883526220614897,28.007737881508092,26.965475763016173,28.003429084380628,27.313877917414743,28.252621184919235,29.159228007181355,28.21502692998206,29.838114901256745,29.28594254937167,27.558366247755885,26.66070017953325,27.418438061041343,26.441633752244172,28.43718132854582,28.508958707360875,27.819694793536826,31.704039497307008,34.13470377019752,32.14163375224422,35.372333931777405,36.71456014362661,37.80669658886899,40.73833034111311,39.57165170556556,42.75434470377019,42.115565529622984,40.694021543985684,38.237289048474,40.28253141831243,41.49764811490127,40.06838420107721,40.886552962298026,36.81189239332099,
Malawi,Blantyre,TA Lundu,MWI.2.6_1,29.261604938271603,30.807943925233644,,28.65987012987017,28.35124223602486,29.23779874213841,29.36679012345678,28.260641025641064,28.42070967741938,28.14679012345681,22.54452991452996,25.775432098765464,27.322962962963004,27.109876543209907,27.170370370370392,26.963456790123473,28.100246913580236,28.916049382716096,28.30333333333334,29.478641975308676,28.753950617283976,27.681728395061782,27.07975308641977,27.187160493827207,25.70320987654327,29.33617283950622,28.990740740740762,28.74938271604941,32.586296296296325,34.27246913580251,33.89432098765434,34.93259259259264,37.31641975308645,38.98000000000002,40.64728395061729,41.642962962963,39.76888888888891,44.34283950617288,43.07839506172843,40.55901234567904,42.34555555555556,44.27000000000004,42.79358024691362,43.009876543209884,36.63238993710695,30.531333333333407
Malawi,Blantyre,TA Machinjili,MWI.2.7_1,27.50590361445785,28.317428571428593,,27.800632911392427,26.195945945945937,27.472000000000037,28.43023255813955,26.142093023255825,26.557674418604677,25.578771929824597,26.06418604651168,25.681428571428626,26.29534883720936,26.22209302325581,27.813953488372135,26.662093023255807,27.637441860465117,28.750232558139544,27.350232558139567,28.51581395348836,28.83511627906978,26.767674418604713,25.802558139534938,26.943488372093043,25.072325581395376,28.101860465116317,28.582093023255823,27.938837209302335,30.98906976744189,32.538139534883726,30.50790697674421,33.52906976744191,35.43093023255818,36.23441860465118,38.26255813953492,39.92279069767443,38.377906976744214,41.4351162790698,39.07511627906979,36.97744186046515,39.30837209302325,39.286046511627944,39.88511627906979,36.531395348837236,33.55000000000001,
